time,vehicle_id,x,y,speed,angle,power
293,LKW20,2544.45,863.14,0.0,-25.14,9.55
293,LKW33,2455.42,898.52,13.89,-20.1,8.93
293,LKW35,2760.93,2063.89,0.0,-113.15,11.38
293,LKW37,2633.97,519.35,11.7,-21.98,9.29
293,LKW39,2535.75,867.11,0.0,-18.52,8.01
293,LKW40,1900.23,1868.73,13.89,55.32,7.92
293,LKW41,2418.76,2667.81,6.5,-14.7,9.59
293,LKW42,1838.65,2030.99,10.44,-161.65,11.66
293,LKW45,2495.84,877.22,9.98,-17.7,8.91
293,LKW46,2249.89,2672.61,13.89,0.39,7.07
293,LKW47,1764.07,1036.13,13.89,-15.51,10.53
293,LKW48,2656.23,976.71,7.25,-43.64,10.11
293,LKW49,2768.68,2082.01,6.28,-116.33,9.66
293,LKW50,1243.85,1415.71,13.89,-54.12,10.73
293,LKW51,2432.31,903.56,13.89,-18.82,7.16
293,LKW52,1601.55,1135.94,13.89,-208.15,8.55
293,LKW53,2088.98,434.34,12.23,0.95,8.74
293,LKW54,1871.27,1049.91,13.89,-186.57,8.05
293,LKW55,1766.49,576.42,0.0,-208.14,9.35
293,LKW56,1598.98,1092.75,13.89,-31.6,9.43
293,LKW57,1702.8,607.65,0.0,-182.29,7.52
293,LKW58,2570.64,760.66,1.3,63.43,9.84
293,LKW59,1838.47,510.1,13.89,-26.23,8.81
293,LKW60,1737.3,1085.91,13.89,-179.94,9.72
293,LKW61,2154.03,1016.16,13.89,-195.56,10.24
293,LKW62,1108.66,1799.97,0.0,4.34,8.38
293,LKW63,2237.62,997.06,13.86,-198.25,10.45
293,LKW64,1965.21,2622.01,0.0,-164.52,7.28
293,LKW65,1849.55,1803.24,13.89,11.62,7.28
293,LKW66,1568.66,894.92,13.89,-246.28,7.84
293,LKW67,1742.3,553.91,13.89,-24.85,7.31
293,LKW68,1076.27,2065.58,13.89,-255.61,11.63
293,LKW69,2061.24,1040.95,0.0,-190.28,11.39
293,LKW70,2765.32,2398.39,0.0,-42.31,7.58
293,LKW71,1645.91,1879.91,13.89,-10.24,11.37
293,LKW72,2014.5,1018.7,1.07,-2.56,7.08
293,LKW73,1783.32,1707.94,13.89,62.89,7.08
293,LKW74,1984.16,1979.76,0.0,-137.3,11.13
293,LKW75,2503.18,1553.76,5.2,-168.17,11.32
293,LKW76,1436.09,678.3,0.0,-39.52,10.55
293,LKW77,1789.25,564.25,5.21,-208.14,9.93
293,LKW78,1321.54,1313.21,13.89,-56.53,8.91
293,LKW79,2410.07,911.14,13.89,-20.68,8.94
293,LKW80,2380.05,880.79,0.0,50.54,10.27
293,LKW81,2382.7,920.68,13.89,-18.33,10.63
293,LKW82,1426.35,1214.82,13.89,-41.68,11.71
293,LKW83,2786.61,3278.44,13.89,-88.68,9.88
293,PKW1001,1774.96,571.89,0.0,-208.14,5.36
293,PKW1003,2880.3,2246.54,13.89,-69.07,3.96
293,PKW1004,1571.23,1155.77,2.86,-208.14,6.14
293,PKW1005,2158.73,2687.01,4.67,-179.91,3.62
293,PKW1007,1965.76,2659.38,0.0,64.88,4.04
293,PKW1009,2761.93,2405.8,0.0,-42.31,4.7
293,PKW1011,1878.7,2394.38,13.87,-100.54,5.08
293,PKW1012,1624.15,1401.42,13.89,62.34,3.96
293,PKW1013,1743.85,1048.23,13.89,-12.71,4.7
293,PKW1014,1709.95,1048.76,13.89,-16.5,4.94
293,PKW1015,1927.26,1966.79,9.85,-54.81,5.83
293,PKW1016,2147.76,2164.11,13.89,-178.05,5.14
293,PKW1017,3619.75,1947.09,13.89,-3.65,5.29
293,PKW1018,2868.5,2264.7,13.89,-55.02,4.87
293,PKW1020,1975.57,2657.67,2.6,64.77,6.08
293,PKW1021,2844.95,2205.28,0.0,68.73,5.82
293,PKW1022,1878.37,2410.45,13.89,-100.24,4.71
293,PKW1023,2006.42,1882.43,13.89,-217.32,3.94
293,PKW1024,2265.8,2682.32,9.36,-179.61,3.98
293,PKW1025,2061.82,1044.1,0.0,-190.28,6.93
293,PKW1026,1552.41,1124.51,0.0,-36.57,4.89
293,PKW1028,1768.99,1123.21,13.89,-122.69,5.21
293,PKW1029,1119.29,1910.81,13.89,-255.61,3.67
293,PKW1030,2624.39,1014.42,0.0,-52.62,5.76
293,PKW1031,1153.98,1642.07,7.8,72.34,6.82
293,PKW1032,1884.76,1869.1,13.89,-125.0,5.59
293,PKW1034,2069.21,1042.76,2.55,-190.28,4.3
293,PKW1035,2845.21,2197.13,0.0,68.73,3.92
293,PKW1036,2597.07,1049.56,0.0,-57.18,3.87
293,PKW1037,2763.17,2396.02,0.0,-42.31,3.79
293,PKW1038,2817.74,2042.8,0.0,-184.0,6.46
293,PKW1039,1965.47,2651.21,0.0,64.88,5.19
