time,vehicle_id,x,y,speed,angle,power
999,LKW167,1280.24,3228.07,13.89,-218.46,7.15
999,LKW188,2233.8,2678.9,13.89,-179.61,11.28
999,LKW210,1919.17,1402.78,4.98,62.44,7.21
999,LKW211,3717.93,1940.82,13.89,-3.65,9.18
999,LKW216,1864.87,2136.23,13.89,-268.43,11.0
999,LKW220,2562.86,850.81,0.0,-25.4,7.16
999,LKW222,1279.31,1378.43,0.0,-232.58,9.77
999,LKW223,2855.44,2241.14,0.0,78.43,7.51
999,LKW225,2857.07,2233.15,0.0,78.43,11.45
999,LKW227,1881.09,2750.78,13.89,-218.46,11.89
999,LKW231,1896.25,2484.28,6.5,-179.86,8.68
999,LKW235,1485.25,3065.21,13.89,-218.46,11.17
999,LKW236,1803.65,1029.79,8.23,-8.16,9.99
999,LKW237,1789.45,1037.87,5.54,-146.95,11.38
999,LKW239,2375.45,923.08,0.0,-17.95,11.2
999,LKW241,1883.64,1048.1,13.89,-193.21,11.65
999,LKW242,2153.9,436.95,13.89,10.13,7.34
999,LKW243,1962.39,1485.63,13.89,-124.66,9.56
999,LKW244,1060.24,2128.06,13.89,-255.61,11.35
999,LKW245,1984.78,1769.79,6.5,-34.84,9.98
999,LKW246,1956.13,2638.84,0.0,64.88,8.18
999,LKW247,2301.57,2672.86,13.89,0.29,11.64
999,LKW248,2860.41,2329.02,13.89,-237.67,9.11
999,LKW251,2890.52,2270.58,9.1,-250.11,7.72
999,LKW253,1477.03,1091.51,6.5,8.3,10.25
999,LKW254,2896.83,2252.86,7.8,-248.37,7.76
999,LKW255,2737.59,2423.63,0.0,-42.31,11.37
999,LKW256,2841.72,2188.18,0.0,69.35,11.85
999,LKW257,2461.49,1996.43,13.89,-159.38,9.91
999,LKW258,1995.89,1039.11,13.89,-178.69,11.65
999,LKW259,1420.02,1091.09,0.0,2.23,11.47
999,LKW260,2475.35,624.84,0.0,-118.18,9.66
999,LKW261,2786.24,2119.49,5.02,-109.52,10.97
999,LKW264,1387.28,1250.75,13.89,-37.45,9.09
999,LKW265,1950.22,2641.3,13.89,-115.11,8.24
999,LKW266,1186.42,1078.8,13.89,2.23,8.22
999,LKW267,1101.18,1799.41,0.0,4.34,11.63
999,LKW268,2532.1,2589.33,13.89,-39.0,10.68
999,LKW269,2015.0,2405.84,13.89,-215.81,9.64
999,LKW270,2832.53,2172.51,4.85,70.03,9.74
999,LKW271,2466.25,922.51,13.89,-198.65,9.74
999,LKW272,1145.82,1824.38,13.89,-260.7,9.52
999,LKW273,2669.85,861.59,0.0,-196.54,10.61
999,LKW274,2668.94,858.52,0.0,-196.54,8.75
999,LKW275,2670.61,991.88,6.5,-142.59,11.28
999,LKW276,2561.91,1313.95,0.0,88.93,10.2
999,LKW277,2530.63,868.83,0.0,-18.51,9.44
999,LKW278,2884.46,2314.92,0.0,-143.49,10.75
999,LKW279,2501.22,1553.35,0.0,-168.17,7.07
999,LKW280,499.04,1058.47,13.89,2.23,8.04
999,LKW281,1961.91,1959.63,0.0,-138.48,8.65
999,LKW282,2401.17,421.46,13.45,-227.67,7.61
999,LKW283,2231.09,1079.11,8.33,-64.57,8.33
999,LKW284,310.33,1047.92,12.34,2.23,10.59
999,PKW2228,1414.75,1896.62,5.63,5.58,3.88
999,PKW2304,1256.02,1409.77,0.0,-234.19,3.7
999,PKW3257,1396.7,3139.65,13.89,-218.46,5.3
999,PKW3272,1260.41,1403.69,0.0,-234.19,6.96
999,PKW3293,1273.82,1385.61,1.53,-232.58,5.72
999,PKW3301,1247.24,1421.94,0.0,-234.19,5.58
999,PKW3330,698.98,1069.45,13.89,-177.77,4.02
999,PKW3336,1371.63,1877.36,9.62,-94.5,6.11
999,PKW3351,1363.2,3166.26,13.89,-218.46,4.46
999,PKW3389,2087.59,434.38,13.89,1.2,3.64
999,PKW3437,1298.64,3213.45,13.89,-218.46,4.89
999,PKW3449,1285.15,1370.8,0.0,-232.58,6.0
999,PKW3473,1171.99,1551.08,0.0,-54.76,6.35
999,PKW3477,1379.95,3152.95,13.89,-218.46,4.04
999,PKW3582,1289.71,1364.84,0.0,-232.58,5.12
999,PKW3583,1251.63,1415.86,0.0,-234.19,5.9
999,PKW3633,720.23,1073.48,13.89,-177.77,6.16
999,PKW3636,1294.31,1358.96,0.0,-227.37,4.64
999,PKW3644,1965.21,2643.12,0.0,64.89,6.69
999,PKW3687,2242.51,2682.16,11.29,-179.61,5.4
999,PKW3696,2430.63,2673.08,13.89,-189.27,4.23
999,PKW3704,1656.45,2933.31,13.89,-218.46,4.8
999,PKW3706,1719.3,1582.87,13.89,62.47,6.5
999,PKW3723,2812.05,3026.21,13.89,-268.75,3.5
999,PKW3724,1463.69,3086.43,13.89,-218.46,5.88
999,PKW3735,2246.37,1818.72,13.89,45.41,4.66
999,PKW3738,1242.85,1428.03,0.0,-234.13,4.49
999,PKW3752,2695.52,2005.38,0.0,8.5,5.77
999,PKW3756,2409.35,2676.55,13.89,-189.77,6.4
999,PKW3761,677.48,1071.82,13.89,-177.77,6.18
999,PKW3770,3754.8,1938.46,13.89,-3.65,3.92
999,PKW3775,2478.68,2661.68,5.18,-202.54,4.43
999,PKW3777,2466.29,2665.89,5.52,-196.66,4.42
999,PKW3781,3733.65,1943.02,13.89,-3.65,6.2
999,PKW3785,2812.98,2983.43,13.89,-268.75,5.24
999,PKW3800,1871.99,2070.75,13.89,-256.28,5.41
999,PKW3817,2813.45,2962.05,13.89,-268.75,4.34
999,PKW3825,2883.56,2229.08,13.89,-69.06,6.17
999,PKW3831,1503.65,3050.6,13.89,-218.46,3.73
999,PKW3851,2454.11,2668.87,3.91,-191.36,3.81
999,PKW3861,1592.05,814.37,13.89,-90.82,4.44
999,PKW3862,2490.39,2656.82,5.86,-202.54,6.42
999,PKW3874,1850.98,1299.28,13.89,-113.19,6.01
999,PKW3876,2617.29,857.91,7.8,16.71,4.41
999,PKW3878,1367.4,1823.64,13.89,-94.5,5.7
999,PKW3886,2502.73,2651.7,5.2,-202.54,4.37
999,PKW3890,2419.09,2722.41,13.89,-236.68,5.34
999,PKW3893,2459.51,2664.64,8.46,-196.64,4.52
999,PKW3913,1264.8,1397.6,0.0,-234.01,3.52
999,PKW3919,2474.59,2659.92,5.86,-202.54,6.65
999,PKW3921,2814.86,2897.89,13.89,-268.75,4.35
999,PKW3923,2494.1,2651.82,5.2,-202.54,4.56
999,PKW3933,1689.94,2906.71,13.89,-218.46,5.67
999,PKW3935,3648.06,1945.28,13.89,-3.65,5.77
999,PKW3940,3517.51,1953.62,13.89,-3.65,4.52
999,PKW3942,1654.55,2930.73,13.89,-218.46,4.42
999,PKW3950,2514.46,2646.83,2.6,-203.88,3.79
999,PKW3955,2505.81,2646.96,2.6,-202.54,5.83
999,PKW3964,1215.7,1455.12,9.29,-54.0,6.12
999,PKW3982,2187.1,439.85,13.89,2.26,5.76
999,PKW3986,2523.31,2642.05,0.0,-212.8,6.64
999,PKW3988,2717.33,2011.57,0.0,6.39,4.59
999,PKW3991,2790.61,787.73,13.89,-14.88,5.4
999,PKW3996,1723.43,2880.1,13.89,-218.46,5.79
999,PKW3998,1706.69,2893.4,13.89,-218.46,4.73
999,PKW3999,1673.19,2920.01,13.89,-218.46,5.91
999,PKW4003,2764.9,794.56,13.89,-14.88,3.86
999,PKW4008,2680.72,2003.17,0.0,8.5,7.0
999,PKW4024,2515.12,2643.09,0.0,-208.67,6.56
999,PKW4026,1299.42,1353.39,0.0,-227.72,4.77
999,PKW4030,3691.16,1948.94,13.89,-3.65,5.51
999,PKW4032,1866.7,2194.63,13.89,-269.17,5.86
999,PKW4035,1296.45,1361.3,7.8,-226.86,5.66
999,PKW4038,1866.4,2216.02,13.89,-269.17,4.6
999,PKW4039,1304.52,1347.78,0.2,-226.66,6.16
999,PKW4042,1158.16,1632.3,13.89,-252.36,4.11
999,PKW4045,2710.29,2007.51,0.0,8.12,4.63
999,PKW4046,1711.45,1863.91,7.8,-198.41,3.56
999,PKW4047,2577.95,847.84,0.0,-23.12,5.05
999,PKW4070,2529.55,2637.9,3.25,-215.36,5.96
999,PKW4076,1964.99,2635.11,0.0,64.89,3.9
999,PKW4079,1715.19,1047.28,2.6,-15.69,6.28
999,PKW4083,1468.57,1103.02,13.0,-175.4,4.03
999,PKW4085,2730.38,2430.2,4.65,-42.31,5.91
999,PKW4103,2702.89,2006.45,0.0,8.16,6.91
999,PKW4107,1483.9,1153.37,13.89,-109.12,4.64
999,PKW4108,1269.26,1391.57,0.0,-232.58,5.22
999,PKW4111,2835.25,2296.65,13.87,-56.7,3.55
999,PKW4117,308.61,1057.47,13.89,-177.77,5.62
999,PKW4119,1992.85,1895.93,0.0,-233.92,6.71
999,PKW4122,1926.42,1416.56,7.8,62.21,4.63
999,PKW4124,3755.0,1941.65,13.89,-3.65,5.23
999,PKW4129,2826.34,778.24,13.89,-14.88,5.59
999,PKW4133,1976.0,1505.31,13.89,-124.66,4.01
999,PKW4137,2881.35,2286.45,0.0,18.33,4.65
999,PKW4146,1943.23,1942.57,5.2,-58.07,4.57
999,PKW4151,2561.32,847.98,0.0,-25.47,6.26
999,PKW4160,1907.0,1380.6,5.2,60.32,6.64
999,PKW4163,1654.34,1881.5,13.89,-192.25,5.42
999,PKW4164,2523.1,864.59,8.19,-19.28,6.25
999,PKW4169,2874.23,2284.09,0.0,14.93,6.56
999,PKW4173,1332.14,3186.84,13.89,-218.46,5.39
999,PKW4174,2861.09,2262.82,0.0,64.79,6.28
999,PKW4178,2717.7,2008.39,0.0,6.43,4.14
999,PKW4181,2861.59,2255.2,0.0,78.43,5.02
999,PKW4182,2724.48,2014.9,0.0,0.02,5.17
999,PKW4185,1296.21,3219.47,13.89,-218.46,6.3
999,PKW4189,1856.04,1311.08,11.11,-113.19,5.47
