time,vehicle_id,x,y,speed,angle,power
182,LKW0,2365.09,923.07,9.85,-17.94,8.13
182,LKW1,2823.86,2318.79,0.0,-54.83,9.26
182,LKW11,2001.32,1972.37,13.0,43.17,8.47
182,LKW14,2353.48,448.29,11.82,24.85,7.21
182,LKW15,2474.41,520.78,13.65,3.72,11.69
182,LKW17,1782.5,1030.96,13.89,-15.96,8.12
182,LKW18,2287.48,477.5,4.07,-172.13,9.91
182,LKW20,1580.44,1108.95,10.4,-34.69,9.55
182,LKW21,1397.27,727.95,13.89,-219.33,10.59
182,LKW22,2776.13,2388.0,0.0,-45.61,7.92
182,LKW23,2030.07,431.47,13.89,5.01,10.16
182,LKW24,2783.33,932.09,13.89,-11.77,8.55
182,LKW25,1565.2,1151.74,13.89,-208.14,7.66
182,LKW26,2639.02,990.96,0.0,-55.21,11.32
182,LKW28,2475.35,624.84,0.0,-118.18,10.23
182,LKW29,2829.37,2310.97,0.0,-54.83,10.33
182,LKW3,2568.62,844.86,3.9,-23.13,8.7
182,LKW30,1416.23,1232.38,13.89,-38.87,10.33
182,LKW31,2670.97,2474.22,13.89,-38.32,10.12
182,LKW32,1261.54,1391.2,11.7,-54.18,8.57
182,LKW33,1563.89,1116.52,9.1,-34.68,8.93
182,LKW34,2581.86,843.23,5.2,-19.14,7.15
182,LKW35,2276.21,2675.99,1.3,0.38,11.38
182,LKW36,2823.39,2325.0,0.0,-54.81,10.19
182,LKW37,1570.3,599.12,13.89,-23.9,9.29
182,LKW38,1987.01,1760.28,13.89,-35.85,7.9
182,LKW39,1567.1,1118.18,3.91,-34.69,8.01
182,LKW40,1392.59,1897.39,10.57,-4.17,7.92
182,LKW41,1677.25,2900.43,13.89,-38.46,9.59
182,LKW42,1631.85,2932.41,13.89,-38.46,11.66
182,LKW43,1132.04,1738.87,13.89,-71.45,11.75
182,LKW44,1149.26,1702.75,13.89,74.7,8.8
182,LKW45,1476.44,1182.96,0.0,-36.84,8.91
182,LKW46,1479.53,3053.41,13.89,-38.46,7.07
182,LKW47,520.08,1056.08,13.89,2.23,10.53
182,LKW48,2508.56,1554.89,0.0,-168.17,10.11
182,LKW49,2205.63,2675.27,10.08,-20.52,9.66
182,LKW5,1890.48,1355.09,0.0,50.66,11.27
182,LKW50,1019.07,1796.43,8.33,-4.36,10.73
182,LKW51,1396.22,1243.9,13.89,-37.45,7.16
182,LKW7,1499.8,3053.66,13.89,-218.46,11.67
