time,vehicle_id,x,y,speed,angle,power
1106,LKW222,1265.7,1396.36,0.0,-233.24,9.77
1106,LKW223,2857.0,2248.78,3.9,78.43,7.51
1106,LKW225,2857.86,2236.97,2.6,78.43,11.45
1106,LKW245,2651.14,1998.75,0.0,8.5,9.98
1106,LKW246,1272.24,3234.42,13.89,-218.46,8.18
1106,LKW247,2786.43,2381.43,6.5,-47.68,11.64
1106,LKW248,2183.11,2687.02,9.33,-180.12,9.11
1106,LKW251,2100.97,2695.55,7.76,-182.34,7.72
1106,LKW253,2440.29,900.65,12.13,-20.12,10.25
1106,LKW254,2162.79,2687.02,10.62,-179.91,7.76
1106,LKW256,2841.72,2188.18,0.0,69.35,11.85
1106,LKW258,1671.57,1897.36,8.33,77.12,11.65
1106,LKW259,1985.86,1508.33,11.42,55.35,11.47
1106,LKW261,2380.67,2050.79,13.89,-243.04,10.97
1106,LKW264,2007.02,1019.05,0.0,-3.42,9.09
1106,LKW266,1644.03,575.26,10.27,-5.73,8.22
1106,LKW267,1554.56,1126.9,3.9,-36.55,11.63
1106,LKW270,2833.53,2175.28,0.0,70.03,9.74
1106,LKW271,1415.62,1221.08,10.4,-172.86,9.74
1106,LKW273,1809.07,1048.44,0.0,-163.31,10.61
1106,LKW274,1818.26,1051.2,0.0,-180.04,8.75
1106,LKW275,2380.67,947.35,13.89,-197.61,11.28
1106,LKW278,2884.46,2314.92,0.0,-143.49,10.75
1106,LKW280,1959.34,1018.69,11.14,-3.42,8.04
1106,LKW281,1950.05,2616.93,0.0,68.84,8.65
1106,LKW282,1813.99,551.02,13.89,-208.14,7.61
1106,LKW283,1800.36,1044.54,0.0,-153.24,8.33
1106,LKW284,1728.37,1055.96,0.0,-4.52,10.59
1106,LKW285,1740.7,1042.45,13.89,-12.39,9.0
1106,LKW287,1999.59,1013.08,0.0,-3.42,7.69
1106,LKW288,1871.3,490.36,3.49,-26.23,10.46
1106,LKW289,1764.42,1843.86,13.89,-195.75,7.93
1106,LKW290,1144.6,1831.74,0.0,-260.58,7.24
1106,LKW291,1439.75,1091.86,6.76,2.23,11.13
1106,LKW292,2402.23,943.88,10.4,-197.56,8.78
1106,LKW293,1920.21,2474.54,0.0,-215.42,8.7
1106,LKW294,2903.13,2238.68,0.0,-242.6,9.75
1106,LKW295,2898.23,2322.05,0.0,-137.06,8.89
1106,LKW296,2648.28,868.0,0.0,-196.54,10.22
1106,LKW297,1669.77,570.39,0.0,-0.2,7.51
1106,LKW298,2671.07,978.12,13.89,-241.33,8.18
1106,LKW299,2682.82,955.39,13.89,84.4,7.37
1106,LKW300,1477.06,647.04,9.1,-33.93,7.53
1106,LKW301,1349.05,1307.74,3.9,-215.98,7.13
1106,LKW302,1158.67,1568.06,13.89,-77.17,7.6
1106,LKW303,2676.13,856.38,0.0,-196.54,11.57
1106,LKW304,1143.27,1632.81,0.0,9.92,11.04
1106,LKW305,2561.32,847.98,0.0,-25.5,7.58
1106,LKW306,2240.01,1002.32,0.0,-108.9,11.97
1106,LKW307,672.87,1058.83,13.89,2.23,7.63
1106,LKW308,2715.62,2447.08,5.93,-38.33,7.03
1106,LKW309,2374.13,451.15,0.0,-227.67,8.95
1106,LKW310,1446.89,3079.34,13.89,-38.46,8.68
1106,LKW311,2083.36,1036.94,2.73,-190.48,10.55
1106,LKW312,436.92,1049.65,13.89,2.23,9.5
1106,LKW313,1674.83,1925.98,8.33,-102.88,8.83
1106,LKW314,2321.56,809.74,7.73,50.54,8.7
1106,PKW2304,1243.74,1426.79,0.0,-234.15,3.7
1106,PKW3272,1248.14,1420.7,0.0,-234.19,6.96
1106,PKW3293,1261.31,1402.44,0.0,-234.19,5.72
1106,PKW3449,1271.47,1388.68,0.0,-232.58,6.0
1106,PKW3582,1276.03,1382.72,0.0,-232.58,5.12
1106,PKW3583,1238.35,1431.68,0.0,-216.08,5.9
1106,PKW3636,1280.59,1376.76,0.77,-232.58,4.64
1106,PKW3687,1525.95,3036.98,13.89,-218.46,5.4
1106,PKW3735,2727.42,2011.54,2.6,-1.88,4.66
1106,PKW3756,1542.7,3023.67,13.89,-218.46,6.4
1106,PKW3777,1607.78,2967.88,13.89,-218.46,4.42
1106,PKW3800,1996.99,2703.3,13.89,66.94,5.41
1106,PKW3851,1622.43,2960.34,13.89,-218.46,3.81
1106,PKW3861,1932.5,440.35,6.11,-44.8,4.44
1106,PKW3862,1661.69,2929.15,13.89,-218.46,6.42
1106,PKW3874,2382.28,920.82,10.4,-18.36,6.01
1106,PKW3893,1559.44,3010.37,13.89,-218.46,4.52
1106,PKW3913,1252.53,1414.61,0.0,-234.19,3.52
1106,PKW3919,1605.68,2973.64,13.89,-218.46,6.65
1106,PKW3923,1576.19,2997.06,13.89,-218.46,4.56
1106,PKW3950,1678.44,2915.85,13.89,-218.46,3.79
1106,PKW3955,1591.03,2981.19,13.89,-218.46,5.83
1106,PKW3986,1695.18,2902.54,13.89,-218.46,6.64
1106,PKW3988,4058.85,1922.25,13.89,-3.65,4.59
1106,PKW4026,1285.62,1370.19,2.6,-232.58,4.77
1106,PKW4038,1349.49,3177.15,13.89,-218.46,4.6
1106,PKW4039,1291.76,1362.17,2.6,-230.43,6.16
1106,PKW4070,2004.48,2702.94,0.0,-185.58,5.96
1106,PKW4107,1669.6,573.59,0.0,0.6,4.64
1106,PKW4108,1256.92,1408.53,0.0,-234.19,5.22
1106,PKW4111,3584.3,1949.35,13.89,-3.65,3.55
1106,PKW4174,2866.12,2313.48,13.89,-247.83,6.28
1106,PKW4181,2873.02,2286.27,11.93,77.27,5.02
1106,PKW4182,4080.4,1924.08,13.89,-3.65,5.17
1106,PKW4189,2375.43,919.72,13.01,-17.94,5.47
1106,PKW4210,2464.92,888.22,0.0,-20.1,4.46
1106,PKW4215,3560.96,1950.84,13.89,-3.65,6.59
1106,PKW4226,2870.3,2292.8,13.0,78.87,4.17
1106,PKW4248,2866.64,2267.99,9.32,68.68,6.48
1106,PKW4260,1329.83,1322.07,0.0,-219.26,6.09
1106,PKW4277,1939.47,1439.66,13.89,57.11,3.94
1106,PKW4297,992.12,1084.05,13.89,-177.77,3.64
1106,PKW4310,1979.19,2665.27,10.4,64.53,4.24
1106,PKW4323,2717.7,2008.39,0.0,6.43,6.01
1106,PKW4330,1319.57,1210.2,13.89,-175.48,5.15
1106,PKW4336,2865.18,2273.02,10.4,68.52,5.41
1106,PKW4362,2861.06,2252.63,6.73,78.43,3.51
1106,PKW4412,2376.25,926.18,13.89,-17.94,6.97
1106,PKW4438,1341.98,1312.87,0.0,-215.98,5.96
1106,PKW4443,4074.41,1918.05,13.89,-3.65,6.71
1106,PKW4448,2710.29,2007.51,0.0,8.12,6.12
1106,PKW4455,1505.52,1205.51,5.2,-143.13,4.93
1106,PKW4468,1968.66,2658.02,0.0,64.88,5.87
1106,PKW4477,4101.54,1919.52,13.89,-3.65,3.9
1106,PKW4482,1509.78,1202.34,5.2,-119.99,5.03
1106,PKW4503,2679.67,2009.48,0.0,8.5,5.76
1106,PKW4517,2855.41,2225.02,1.3,75.06,3.64
1106,PKW4518,2665.93,2000.96,0.0,8.5,4.12
1106,PKW4521,2727.08,2014.76,2.6,-1.62,3.6
1106,PKW4524,1026.81,1609.53,8.33,-163.9,6.23
1106,PKW4526,1988.06,2683.81,13.0,64.38,4.63
1106,PKW4528,2319.35,2167.23,0.0,-245.29,6.49
1106,PKW4535,2852.61,2216.14,0.0,68.73,6.57
1106,PKW4555,2854.3,2235.56,2.6,78.43,5.65
1106,PKW4570,1042.98,1614.2,8.33,-163.9,5.72
1106,PKW4591,2983.79,736.41,13.89,-14.88,5.78
1106,PKW4601,1298.38,1354.53,0.0,-227.72,4.43
1106,PKW4603,2852.27,2225.66,1.3,75.3,6.94
1106,PKW4604,2849.89,2209.15,0.0,68.73,5.85
1106,PKW4612,1335.91,1317.28,0.0,-215.98,4.65
1106,PKW4628,1993.99,2704.42,13.89,66.94,4.93
1106,PKW4643,4037.3,1920.42,13.89,-3.65,3.67
1106,PKW4644,2395.92,1937.57,13.88,28.42,5.47
1106,PKW4646,1143.35,1839.27,0.0,-260.58,4.17
1106,PKW4651,2169.7,2164.86,13.89,-178.05,4.38
1106,PKW4659,1971.55,2649.12,7.8,64.89,5.69
1106,PKW4663,346.13,1058.93,13.89,-177.77,5.45
1106,PKW4664,2584.45,845.98,0.0,-12.01,5.12
1106,PKW4680,2583.83,842.84,0.0,-12.62,4.38
1106,PKW4684,1307.39,3206.5,13.89,-218.46,5.12
1106,PKW4685,2849.63,2217.3,0.0,68.73,3.63
1106,PKW4689,2844.19,2203.32,0.0,68.73,6.1
1106,PKW4701,2168.53,2294.63,13.89,-216.03,4.15
1106,PKW4707,1303.48,1348.93,0.0,-227.37,6.29
1106,PKW4709,2066.37,1635.35,13.89,-124.61,3.51
1106,PKW4714,1155.62,1654.52,13.89,-261.42,6.63
1106,PKW4719,2739.79,2013.57,5.2,-7.34,6.39
1106,PKW4721,2805.83,2344.98,13.89,-56.38,4.95
1106,PKW4726,1313.97,1338.04,0.0,-225.38,5.94
1106,PKW4743,2846.91,2210.31,0.0,68.73,6.54
1106,PKW4755,2074.19,1655.91,13.89,-114.93,5.36
1106,PKW4757,1644.94,2942.45,13.89,-218.46,4.89
1106,PKW4764,2695.52,2005.38,0.0,8.5,5.32
1106,PKW4765,1984.59,1017.18,0.0,-3.42,3.96
1106,PKW4766,1307.93,1096.34,13.89,-177.77,3.61
1106,PKW4768,1965.76,2659.38,0.0,64.88,6.71
1106,PKW4771,2022.23,2701.21,7.36,-185.58,4.39
1106,PKW4774,2961.88,742.23,13.89,-14.88,4.06
1106,PKW4780,2702.89,2006.45,0.0,8.16,6.45
1106,PKW4788,1160.77,1633.95,13.89,-249.73,4.76
1106,PKW4789,1308.7,1343.38,0.0,-225.38,5.99
1106,PKW4790,2117.1,2691.46,5.75,-182.9,5.06
1106,PKW4796,1476.08,1909.07,5.21,-188.44,4.89
1106,PKW4801,324.76,1058.1,13.89,-177.77,4.58
1106,PKW4805,2835.83,2172.2,0.0,70.03,4.68
1106,PKW4814,1460.5,1911.12,0.0,-186.99,5.61
1106,PKW4815,1171.99,1551.08,0.0,-54.76,6.02
1106,PKW4816,1140.23,1838.52,0.0,-260.58,4.32
1106,PKW4817,2939.12,748.28,13.89,-14.88,4.38
1106,PKW4819,2130.34,2690.79,5.91,-184.15,3.86
1106,PKW4834,303.38,1057.26,13.89,-177.77,3.62
1106,PKW4842,2011.93,2702.22,2.85,-185.58,4.81
1106,PKW4848,1965.47,2651.21,0.0,64.88,5.86
1106,PKW4849,2092.54,1687.82,13.89,-114.92,6.7
1106,PKW4854,1985.11,2685.02,13.0,64.35,6.56
1106,PKW4859,1987.33,1518.87,0.0,-107.34,4.14
1106,PKW4864,2664.79,2007.26,0.0,8.5,4.3
1106,PKW4868,2352.36,927.19,13.54,-18.23,3.68
1106,PKW4871,2218.01,2682.15,8.8,-181.49,4.13
1106,PKW4874,2833.27,2165.15,0.0,70.03,3.86
1106,PKW4880,2034.45,1588.9,13.89,-124.49,4.21
1106,PKW4882,2577.95,847.84,0.0,-23.12,4.64
1106,PKW4884,2475.35,624.84,0.0,-117.75,4.87
1106,PKW4888,2143.29,2687.1,9.91,-180.78,4.18
1106,PKW4889,1319.25,1332.71,0.0,-225.15,4.92
1106,PKW4890,1453.05,1912.03,0.0,-186.99,6.48
1106,PKW4895,2103.24,2713.32,8.33,84.43,6.2
1106,PKW4906,1516.14,1213.38,2.6,-119.89,4.89
1106,PKW4908,2808.48,2346.76,13.89,-56.36,5.69
1106,PKW4913,1793.83,1040.86,0.0,-150.6,5.02
1106,PKW4914,2073.33,1711.54,0.0,-22.28,3.52
1106,PKW4915,1135.9,1845.11,0.0,-260.58,4.78
1106,PKW4919,2037.02,2699.77,11.87,-185.58,5.95
1106,PKW4920,1138.99,1845.96,0.0,-260.58,6.13
1106,PKW4923,2871.99,2307.58,13.89,-259.11,6.4
1106,PKW4924,1513.36,1214.98,2.6,-119.89,5.56
1106,PKW4930,1505.77,1905.44,13.89,-184.84,6.59
1106,PKW4936,2377.06,1927.36,13.88,29.15,3.57
1106,PKW4941,2830.26,2166.25,0.0,70.03,5.95
1106,PKW4944,2008.78,429.31,13.54,13.22,5.11
1106,PKW4947,2641.67,1997.33,0.0,8.5,6.55
1106,PKW4954,1891.68,2435.26,13.89,82.74,3.91
1106,PKW4955,2038.65,1479.7,8.33,-33.73,6.71
1106,PKW4956,1921.97,1371.17,8.33,-27.31,6.0
1106,PKW4960,1489.11,656.19,13.0,-201.85,4.94
1106,PKW4963,2847.99,1732.63,13.89,0.26,4.37
1106,PKW4967,830.15,1077.75,13.89,-177.77,5.52
1106,PKW4972,1868.47,1845.83,12.77,-125.0,5.66
1106,PKW4973,2830.7,2158.1,0.0,70.03,4.72
1106,PKW4974,2828.14,2151.05,0.0,70.17,6.56
1106,PKW4976,1865.75,1830.79,0.0,-124.99,6.63
1106,PKW4978,2766.15,2401.97,3.9,-42.31,4.03
1106,PKW4980,2827.69,2159.2,0.0,70.03,4.6
1106,PKW4981,2918.45,753.77,13.89,-14.88,5.73
1106,PKW4983,2378.75,884.25,13.84,-128.34,4.61
1106,PKW4985,2844.44,2195.17,0.0,68.73,4.54
1106,PKW4987,2234.22,2682.1,7.56,-179.61,6.19
1106,PKW4988,2317.13,2682.64,10.07,-178.46,4.0
1106,PKW4993,1930.03,2475.41,0.0,-215.43,6.23
1106,PKW4994,2028.65,1861.25,13.89,-220.09,4.55
1106,PKW4999,2358.51,1916.57,13.88,31.33,4.11
