time,vehicle_id,x,y,speed,angle,power
674,LKW109,1902.04,2734.13,13.89,-218.46,7.75
674,LKW116,1149.08,1802.37,13.89,74.16,8.37
674,LKW122,2566.46,1207.31,9.29,-264.05,11.26
674,LKW129,2634.8,2502.82,13.87,-39.77,11.82
674,LKW130,2451.09,2669.47,13.89,-191.36,9.27
674,LKW138,2569.76,847.86,0.0,-23.13,10.97
674,LKW139,1066.85,1086.96,13.89,-177.77,9.27
674,LKW140,1103.98,1970.48,13.89,-255.61,9.08
674,LKW142,1288.99,3221.12,13.89,-218.46,7.2
674,LKW145,2675.96,940.38,0.0,58.63,11.65
674,LKW146,2446.62,894.92,13.89,-20.1,8.95
674,LKW148,1557.9,1159.46,1.3,-209.51,8.05
674,LKW152,2582.43,527.8,7.8,3.72,11.07
674,LKW153,2760.93,2063.89,0.0,-113.15,7.57
674,LKW154,1565.51,1158.83,1.46,-208.14,7.77
674,LKW155,2482.55,637.99,0.0,-119.19,10.3
674,LKW156,1867.7,2149.8,13.89,-268.41,7.95
674,LKW157,1872.35,2360.71,13.89,-100.66,9.57
674,LKW158,2610.14,823.62,0.0,57.28,11.27
674,LKW159,2832.3,2232.22,13.89,-110.5,9.26
674,LKW160,1457.37,1095.75,0.0,2.23,8.93
674,LKW161,2085.08,434.45,13.71,7.09,8.83
674,LKW162,1865.47,2101.92,13.87,-269.78,11.52
674,LKW164,2767.77,2079.88,0.0,-113.15,11.08
674,LKW165,1830.67,1803.64,0.0,-19.14,9.3
674,LKW166,2899.28,2246.67,1.3,-244.73,7.89
674,LKW167,3002.88,2026.63,13.89,-184.01,7.15
674,LKW168,2648.28,868.0,0.0,-196.54,9.15
674,LKW169,2577.95,847.84,0.0,-23.12,9.23
674,LKW170,1812.74,1028.49,9.1,-8.16,8.05
674,LKW171,1311.33,1083.66,13.89,2.23,11.97
674,LKW172,1318.19,1312.48,13.89,-56.54,10.36
674,LKW173,1992.09,1013.52,0.0,-3.42,11.66
674,LKW174,1941.51,2697.61,13.89,-33.26,9.31
674,LKW175,2671.87,860.99,0.0,-196.54,11.82
674,LKW176,2763.17,2396.02,0.0,-42.31,8.6
674,LKW177,1625.96,1883.52,13.89,-10.24,10.3
674,LKW178,2912.97,2226.63,0.0,-242.6,11.72
674,LKW179,1482.68,1178.28,3.9,-36.84,10.82
674,LKW180,2756.39,2410.85,0.0,-42.31,10.59
674,LKW181,2696.26,847.22,0.0,-195.12,7.9
674,LKW182,2944.8,2175.71,0.0,-240.57,7.53
674,LKW183,2073.85,1013.85,12.41,-7.37,9.13
674,LKW184,2743.74,2422.37,3.35,-42.31,9.42
674,LKW185,1523.05,3018.84,13.89,-38.46,8.1
674,LKW186,2077.21,1044.56,0.0,-190.32,11.7
674,LKW187,2152.03,1020.04,13.89,-195.55,9.7
674,LKW188,4054.53,1956.21,13.77,-184.0,11.28
674,LKW189,2227.94,2987.91,13.89,-56.79,10.07
