time,vehicle_id,x,y,speed,angle,power
224,LKW1,2887.4,2227.98,13.89,-69.07,9.26
224,LKW17,2312.07,940.82,13.58,-18.45,8.12
224,LKW18,2343.35,404.29,13.89,-45.4,9.91
224,LKW20,2007.02,1019.05,0.0,-3.42,9.55
224,LKW22,2792.21,2366.39,7.8,-57.7,7.92
224,LKW23,2530.4,524.42,13.89,3.72,10.16
224,LKW26,2852.64,914.39,13.89,-11.77,11.32
224,LKW28,2287.41,477.49,0.0,-172.13,10.23
224,LKW29,2895.8,2206.03,13.89,-69.07,10.33
224,LKW30,1689.11,1055.04,13.89,-17.86,10.33
224,LKW31,2763.99,2399.6,3.9,-42.31,10.12
224,LKW33,1985.09,1013.94,0.0,-3.42,8.93
224,LKW35,2605.65,2531.25,13.89,-39.77,11.38
224,LKW36,2883.47,2247.24,13.89,-69.07,10.19
224,LKW37,1916.75,456.37,9.3,-48.27,9.29
224,LKW38,2079.68,1667.75,11.7,-114.93,7.9
224,LKW39,1997.45,1019.62,0.0,-3.42,8.01
224,LKW40,1673.82,1872.98,11.61,-7.48,7.92
224,LKW41,1994.48,2689.84,13.0,-0.37,9.59
224,LKW42,1953.66,2648.65,13.0,-115.11,11.66
224,LKW43,1388.75,1241.56,8.69,-37.45,11.75
224,LKW45,1707.25,1056.23,9.72,-16.51,8.91
224,LKW46,1925.8,2704.34,9.8,-34.52,7.07
224,LKW47,1103.02,1078.76,13.89,2.23,10.53
224,LKW48,2506.12,1508.03,11.7,-71.93,10.11
224,LKW49,2466.06,2642.26,10.74,-31.05,9.66
224,LKW50,1108.66,1799.97,0.0,4.34,10.73
224,LKW51,1665.73,1068.86,13.84,-13.95,7.16
224,LKW52,2400.66,960.58,0.0,-115.84,8.55
224,LKW53,1599.53,586.55,13.89,-23.26,8.74
224,LKW54,2240.01,1002.32,0.0,-108.9,8.05
224,LKW55,2374.13,451.15,0.0,-227.67,9.35
224,LKW56,646.41,1057.8,13.89,2.23,9.43
224,LKW57,2069.56,477.2,0.0,-92.83,7.52
224,LKW58,2503.02,605.01,7.23,-234.83,9.84
224,LKW59,1376.08,731.95,13.89,-39.52,8.81
