time,vehicle_id,x,y,speed,angle,power
625,LKW109,2328.73,2682.75,0.0,-180.37,7.75
625,LKW116,1336.62,1316.76,13.25,-215.98,8.37
625,LKW117,2987.26,2110.49,13.89,-24.83,11.17
625,LKW122,2606.56,818.05,0.0,57.28,11.26
625,LKW125,870.94,1079.34,13.89,-177.77,9.57
625,LKW126,1089.49,1988.31,13.89,-255.61,11.82
625,LKW128,2810.14,3113.32,13.89,-268.75,9.45
625,LKW129,2282.42,2672.81,0.0,0.23,11.82
625,LKW130,2864.11,2261.71,0.0,68.25,9.27
625,LKW136,1847.53,2033.93,9.14,-161.65,10.03
625,LKW138,2567.3,848.91,6.67,-23.74,10.97
625,LKW139,1470.85,1125.55,0.0,-116.93,9.27
625,LKW140,1141.88,1889.98,0.0,-173.31,9.08
625,LKW142,1821.99,2797.73,13.89,-218.46,7.2
625,LKW145,2566.7,752.77,0.0,63.5,11.65
625,LKW146,1784.8,1030.24,13.89,-16.59,8.95
625,LKW148,2078.57,1041.06,5.2,-190.31,8.05
625,LKW149,1100.43,1958.54,13.89,-255.61,10.66
625,LKW152,2064.29,430.67,13.89,3.66,11.07
625,LKW153,2771.62,2088.11,13.0,-134.78,7.57
625,LKW154,2112.72,1036.87,1.3,-193.45,7.77
625,LKW155,2520.62,704.17,13.89,-116.27,10.3
625,LKW156,1970.42,1934.49,0.0,-235.98,7.95
625,LKW157,1917.88,2705.91,0.0,-34.52,9.57
625,LKW158,2552.36,724.02,0.0,63.5,11.27
625,LKW159,2886.83,2312.69,0.0,-143.5,9.26
625,LKW160,1172.29,1084.66,13.89,2.23,8.93
625,LKW161,1662.08,573.71,0.0,-29.7,8.83
625,LKW162,1979.96,1920.4,0.0,-237.48,11.52
625,LKW163,1214.64,1456.58,9.45,-54.0,10.76
625,LKW164,2805.31,2173.28,6.25,-125.67,11.08
625,LKW165,1620.71,1884.46,0.0,-10.24,9.3
625,LKW166,2899.77,2245.46,0.0,-243.71,7.89
625,LKW167,3682.06,1982.29,13.89,-184.0,7.15
625,LKW168,2655.94,865.72,10.0,-196.54,9.15
625,LKW169,2571.89,850.43,9.36,-23.12,9.23
625,LKW170,2123.01,1027.82,7.25,-203.07,8.05
625,LKW171,631.23,1057.21,13.89,2.23,11.97
625,LKW172,1089.73,1935.85,13.89,-75.61,10.36
625,LKW173,1534.34,1137.91,0.0,-36.54,11.66
