time,vehicle_id,x,y,speed,angle,power
220,LKW1,2861.97,2275.14,11.7,-38.01,9.26
220,LKW17,2267.95,955.53,8.38,-18.43,8.12
220,LKW18,2301.52,435.56,12.89,5.48,9.91
220,LKW20,2007.02,1019.05,0.0,-3.42,9.55
220,LKW22,2778.64,2385.06,2.6,-48.78,7.92
220,LKW23,2474.96,520.81,13.65,3.72,10.16
220,LKW26,2798.24,925.72,13.89,-11.77,11.32
220,LKW28,2293.25,478.29,8.94,-172.13,10.23
220,LKW29,2875.95,2257.93,13.0,-62.19,10.33
220,LKW3,3047.17,719.57,13.89,-14.88,8.7
220,LKW30,1636.72,1073.24,13.89,-16.22,10.33
220,LKW31,2758.22,2404.85,0.0,-42.31,10.12
220,LKW32,1330.96,1211.1,13.89,-175.48,8.57
220,LKW33,1985.09,1013.94,0.0,-3.42,8.93
220,LKW34,3068.67,717.17,13.89,-14.88,7.15
220,LKW35,2562.96,2566.78,13.89,-39.78,11.38
220,LKW36,2851.4,2287.35,10.4,-49.57,10.19
220,LKW37,1892.1,480.11,8.55,-26.23,9.29
220,LKW38,2090.19,1702.48,6.5,-33.58,7.9
220,LKW39,1997.45,1019.62,0.0,-3.42,8.01
220,LKW40,1635.25,1881.84,13.07,-10.24,7.92
220,LKW41,1951.27,2693.8,7.8,-21.35,9.59
220,LKW42,1946.25,2685.76,7.8,-37.22,11.66
220,LKW43,1352.28,1273.76,13.89,-38.2,11.75
220,LKW45,1658.18,1070.65,13.89,-13.71,8.91
220,LKW46,1884.94,2735.45,13.89,-38.46,7.07
220,LKW47,1047.5,1076.6,13.89,2.23,10.53
220,LKW48,2494.4,1545.2,6.5,-110.9,10.11
220,LKW49,2420.39,2667.23,13.58,-17.12,9.66
220,LKW5,2044.04,1476.11,8.33,-33.73,11.27
220,LKW50,1108.66,1799.97,0.0,4.34,10.73
220,LKW51,1614.2,1086.71,13.74,-34.57,7.16
220,LKW52,2400.66,960.58,0.0,-115.84,8.55
220,LKW53,1548.4,608.82,13.89,-23.9,8.74
220,LKW54,2240.01,1002.32,0.0,-108.9,8.05
220,LKW55,2374.13,451.15,0.0,-227.67,9.35
220,LKW56,590.9,1055.64,13.88,2.23,9.43
220,LKW57,2069.76,481.17,7.98,-92.83,7.52
220,LKW58,2543.08,584.69,13.89,-201.56,9.84
220,LKW59,1333.22,767.3,13.89,-39.52,8.81
220,LKW60,2368.86,867.2,6.6,50.54,9.72
220,LKW61,3047.79,754.45,12.95,-194.77,10.24
220,LKW62,985.84,1798.96,8.33,-4.36,8.38
220,PKW1000,2573.81,885.25,13.89,-197.29,5.05
220,PKW1001,2459.13,586.51,11.93,-115.26,5.36
220,PKW1002,1153.81,1645.11,13.89,-257.94,6.37
220,PKW1003,2795.88,2738.55,13.89,-88.68,3.96
220,PKW1004,2397.4,953.86,0.0,-115.84,6.14
220,PKW1005,2659.67,2528.17,13.89,-218.66,3.62
220,PKW1006,2613.39,842.2,1.79,-129.7,6.99
220,PKW1007,1889.47,2035.99,13.89,-259.01,4.04
220,PKW1008,2594.23,878.89,13.89,-192.82,6.53
220,PKW1009,2426.4,2690.97,0.0,-56.38,4.7
220,PKW1010,2756.39,2410.85,0.0,-42.31,6.12
220,PKW1011,1673.73,2899.15,13.89,-38.46,5.08
220,PKW1012,823.2,1071.08,13.89,2.23,3.96
220,PKW1013,823.33,1067.88,13.89,2.23,4.7
220,PKW1014,823.45,1064.68,13.89,2.23,4.94
220,PKW1015,2003.52,2693.39,0.0,-185.58,5.83
220,PKW1016,2452.29,1801.51,13.89,-267.06,5.14
220,PKW1017,2610.12,1992.62,13.89,8.5,5.29
