time,vehicle_id,x,y,speed,angle,power
235,LKW1,2979.54,2114.06,13.89,-24.83,9.26
235,LKW17,2360.19,924.65,0.0,-17.94,8.12
235,LKW20,2026.59,1017.95,6.5,-3.7,9.55
235,LKW22,2877.0,2255.17,13.89,-67.91,7.92
235,LKW23,2590.41,528.64,5.2,6.39,10.16
235,LKW28,2230.65,477.72,0.0,-181.93,10.23
235,LKW29,3000.99,2104.13,13.89,-24.83,10.33
235,LKW30,1838.78,1022.65,13.89,-3.63,10.33
235,LKW31,2832.57,2306.43,13.76,-54.83,10.12
235,LKW33,1989.69,1013.67,2.25,-3.42,8.93
235,LKW35,2722.37,2433.17,13.89,-41.11,11.38
235,LKW36,2967.2,2126.82,13.89,-24.83,10.19
235,LKW37,2023.74,430.92,11.79,5.21,9.29
235,LKW38,1999.64,1538.81,13.89,-125.56,7.9
235,LKW39,2010.41,1018.85,5.2,-3.39,8.01
235,LKW40,1808.09,1814.87,11.09,-20.06,7.92
235,LKW41,2146.82,2679.53,13.89,-2.94,9.59
235,LKW42,1903.3,2517.28,5.83,-109.23,11.66
235,LKW43,1345.83,1212.27,13.89,-175.48,11.75
235,LKW45,1851.31,1025.14,13.89,-3.29,8.91
235,LKW46,1932.05,2700.04,0.0,-34.52,7.07
235,LKW47,1255.69,1084.7,13.89,2.23,10.53
235,LKW48,2535.43,1379.9,3.27,-72.17,10.11
235,LKW49,2583.69,2549.53,13.89,-39.77,9.66
235,LKW50,1108.66,1799.97,0.0,4.34,10.73
235,LKW51,1805.44,1029.54,13.89,-8.16,7.16
235,LKW52,2371.56,953.62,9.1,-197.69,8.55
235,LKW53,1649.32,577.94,1.3,-5.73,8.74
235,LKW54,2240.01,1002.32,0.0,-108.9,8.05
235,LKW55,2332.76,488.72,11.7,-162.35,9.35
235,LKW56,799.08,1063.74,13.89,2.23,9.43
235,LKW57,2016.13,466.29,11.7,-176.54,7.52
235,LKW58,2553.78,726.87,13.89,63.5,9.84
235,LKW59,1455.47,666.46,0.0,-39.52,8.81
235,LKW60,2372.99,872.22,2.6,50.54,9.72
235,LKW61,2849.0,806.86,13.88,-194.77,10.24
235,LKW62,1099.09,1799.25,0.64,4.34,8.38
235,LKW63,2931.68,788.37,13.89,-194.77,10.45
235,LKW64,2039.77,2628.62,8.33,-178.25,7.28
235,LKW65,1379.61,1893.14,7.34,82.94,7.28
235,LKW66,1238.82,849.32,13.89,-39.52,7.84
235,PKW1000,2425.13,936.11,0.0,-197.83,5.05
235,PKW1001,2354.17,498.11,0.0,-148.81,5.36
235,PKW1002,1140.31,1838.03,4.99,-260.58,6.37
235,PKW1003,2800.69,2530.12,13.89,-88.68,3.96
235,PKW1004,2322.24,969.34,13.89,-197.69,6.14
235,PKW1005,2496.15,2654.43,13.89,-202.54,3.62
235,PKW1006,2534.51,732.32,13.89,-116.27,6.99
235,PKW1007,1866.07,2238.56,13.89,-269.17,4.04
235,PKW1008,2432.27,933.81,0.0,-197.83,6.53
235,PKW1009,2426.4,2690.97,0.0,-56.38,4.7
235,PKW1010,2868.6,2273.54,13.89,-38.33,6.12
235,PKW1011,1836.93,2769.51,13.89,-38.46,5.08
235,PKW1012,1031.39,1079.18,13.89,2.23,3.96
235,PKW1013,1031.52,1075.98,13.89,2.23,4.7
235,PKW1014,1031.64,1072.78,13.89,2.23,4.94
235,PKW1015,1934.85,2595.1,13.89,-110.62,5.83
235,PKW1016,2426.2,1935.34,0.0,-247.02,5.14
235,PKW1017,2815.97,2001.63,13.89,-3.65,5.29
235,PKW1018,2799.73,2571.81,13.89,-88.68,4.87
235,PKW1019,2439.41,931.51,1.61,-197.97,6.2
235,PKW1020,1866.45,2212.23,13.89,-269.17,6.08
235,PKW1021,2774.54,1993.56,0.0,75.75,5.82
235,PKW1022,1815.17,2786.79,13.89,-38.46,4.71
235,PKW1023,2429.13,1928.43,0.0,-247.02,3.94
235,PKW1024,2811.74,2393.86,13.89,-222.17,3.98
235,PKW1025,2429.11,931.46,13.11,-197.83,6.93
235,PKW1026,1480.69,1175.77,0.0,-36.84,4.89
235,PKW1027,1537.96,1167.67,0.0,-210.96,5.65
235,PKW1028,2016.26,1562.43,13.89,-124.49,5.21
235,PKW1029,1273.67,1385.8,4.32,-232.58,3.67
235,PKW1030,2550.18,1275.32,5.2,-82.71,5.76
235,PKW1031,1143.27,1632.81,0.0,10.02,6.82
235,PKW1032,2114.69,1685.3,0.0,48.85,5.59
235,PKW1033,2453.72,919.99,13.89,-198.67,6.86
235,PKW1034,2457.22,925.56,12.36,-198.65,4.3
235,PKW1035,2777.69,1992.93,0.0,75.6,3.92
235,PKW1036,2502.37,1519.52,13.89,-71.93,3.87
235,PKW1037,2397.59,2668.79,13.89,-8.74,3.79
235,PKW1038,3545.59,1991.84,13.89,-184.0,6.46
235,PKW1039,1866.83,2185.9,13.89,-269.17,5.19
235,PKW1040,2486.82,1574.57,13.89,-249.88,4.69
235,PKW1041,2467.91,918.57,13.89,-198.67,6.08
235,PKW1042,2476.04,919.21,13.89,-198.84,5.92
235,PKW1043,962.24,1070.08,13.89,2.23,4.01
235,PKW1044,2480.03,911.08,13.89,-198.8,4.3
235,PKW1045,2419.57,2695.46,0.0,-56.38,6.41
235,PKW1046,2801.31,2641.78,13.89,-88.68,3.93
235,PKW1047,1567.21,750.27,13.89,47.47,6.5
235,PKW1048,1536.06,1165.07,0.0,-210.95,4.55
235,PKW1049,2797.8,2655.18,13.89,-88.68,6.18
235,PKW1050,2928.83,2204.0,5.2,-240.57,5.07
235,PKW1051,2858.43,2326.16,13.89,-237.68,6.1
235,PKW1052,934.49,1069.0,13.89,2.23,6.03
235,PKW1053,2774.94,2090.59,0.0,-118.68,3.54
235,PKW1054,1177.16,1526.24,13.89,-66.77,4.32
235,PKW1055,2376.46,2671.5,13.89,-3.01,5.8
235,PKW1056,2508.38,908.13,13.89,-201.29,6.84
235,PKW1057,2003.61,1884.58,5.31,-217.32,4.37
235,PKW1058,1867.28,2164.53,13.89,-268.37,6.1
235,PKW1059,1147.03,1776.1,13.89,67.74,5.96
235,PKW1060,1987.3,2430.45,13.89,-216.68,3.55
235,PKW1061,2597.89,836.83,0.0,-11.06,5.1
235,PKW1062,2754.65,797.28,7.8,-14.88,3.9
235,PKW1063,1769.21,1085.23,0.0,-199.66,4.97
235,PKW1064,2464.88,1743.67,0.0,-179.74,6.74
235,PKW1065,2775.93,1985.64,0.0,78.16,3.52
235,PKW1066,1159.82,1564.08,13.89,-74.45,4.58
235,PKW1067,2816.53,2323.63,13.71,-54.81,6.28
235,PKW1068,2422.25,2697.22,0.0,-56.38,6.82
235,PKW1069,2549.75,892.74,13.89,-197.29,5.99
235,PKW1070,2796.84,2696.86,13.89,-88.68,6.05
235,PKW1071,2599.21,843.09,0.0,-11.07,4.81
235,PKW1072,2538.09,2584.36,13.89,-40.14,6.26
235,PKW1073,3628.73,1986.02,13.89,-184.0,3.83
235,PKW1074,2549.35,1288.0,2.6,-91.44,4.39
235,PKW1075,1150.15,1884.51,0.0,-173.43,6.15
235,PKW1076,1148.66,1707.53,13.89,-262.75,4.42
235,PKW1077,3647.36,1981.5,13.89,-184.01,5.37
235,PKW1078,2558.64,883.27,13.89,-197.29,4.59
235,PKW1079,2366.91,505.98,0.0,-146.11,4.66
235,PKW108,1758.34,1106.61,0.0,-122.69,4.5
235,PKW1080,2826.7,2378.59,13.89,-234.69,4.93
235,PKW1081,2598.55,839.96,0.0,-11.07,6.94
235,PKW1082,2772.79,1986.27,0.0,78.16,6.37
235,PKW1083,2635.14,967.14,11.78,-103.94,6.39
235,PKW1084,2013.79,1876.81,9.81,-217.32,4.68
235,PKW1085,2572.86,882.19,13.89,-197.3,3.77
235,PKW1086,2575.24,884.8,13.89,-197.29,6.07
235,PKW1087,2935.05,2192.98,2.6,-240.57,5.97
235,PKW1088,2656.51,902.34,12.12,58.62,4.61
235,PKW1089,2585.17,875.01,13.89,-197.29,5.51
235,PKW1090,837.21,1068.42,13.89,2.23,3.64
235,PKW1091,2858.12,1998.94,13.89,-3.65,5.8
235,PKW1092,2774.39,1978.3,0.0,78.16,4.94
235,PKW1093,1482.44,1178.46,0.0,-36.84,4.59
235,PKW1094,2490.18,1971.74,13.89,20.12,4.35
235,PKW1095,2644.17,883.87,6.92,75.6,4.89
235,PKW1096,1673.73,2899.15,13.89,-38.46,6.77
235,PKW1097,823.45,1064.68,13.89,2.23,3.93
235,PKW1098,818.2,1070.88,13.89,2.23,5.1
235,PKW1099,2540.96,1358.6,0.0,-85.29,5.89
